name,tag,oNamCol,product
Sant_2856,Sant_2856,D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding protein,D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding protein
Sant_2857,Sant_2857,Putative phage lysozyme,Putative phage lysozyme
Sant_2858,Sant_2858,Ankyrin repeat-containing protein,Ankyrin repeat-containing protein
Sant_2859,Sant_2859,LuxR family transcriptional regulatory protein,LuxR family transcriptional regulatory protein
Sant_2860,Sant_2860,LuxR family transcriptional regulator,LuxR family transcriptional regulator
Sant_ps2861,Sant_ps2861,Pseudogene,
Sant_2862,Sant_2862,Putative transcriptional regulator PAS and GerEdomains,Putative transcriptional regulator PAS and GerEdomains
Sant_2863,Sant_2863,Putative transcriptional regulator PAS and GerEdomains,Putative transcriptional regulator PAS and GerEdomains
humD,Sant_2864,HumD protein,HumD protein
Sant_2865,Sant_2865,Acyltransferase protein,Acyltransferase protein
Sant_ps2866,Sant_ps2866,Pseudogene,
Sant_2867,Sant_2867,Transcriptional regulator PAS and GerE domains,Transcriptional regulator PAS and GerE domains
Sant_2868,Sant_2868,SOS mutagenesis and repair protein,SOS mutagenesis and repair protein
Sant_2869,Sant_2869,Phage protein,Phage protein
Sant_2870,Sant_2870,N-terminal phage tail fiber protein,N-terminal phage tail fiber protein
Sant_2871,Sant_2871,Putative phage tail protein,Putative phage tail protein
Sant_2872,Sant_2872,Phage-like protein,Phage-like protein
Sant_2873,Sant_2873,Phage protein,Phage protein
Sant_2874,Sant_2874,Phage-related protein tail component,Phage-related protein tail component
Sant_2875,Sant_2875,Phage protein,Phage protein
Sant_2876,Sant_2876,Phage protein,Phage protein
Sant_2877,Sant_2877,Phage protein,Phage protein
Sant_2878,Sant_2878,Death on curing protein,Death on curing protein
Sant_2879,Sant_2879,Prevent host death protein,Prevent host death protein
Sant_2880,Sant_2880,Phage protein,Phage protein
Sant_2881,Sant_2881,Gp19 phage protein,Gp19 phage protein
Sant_2882,Sant_2882,Tail assembly protein I,Tail assembly protein I
Sant_2883,Sant_2883,Putative tail fiber component K,Putative tail fiber component K
Sant_2884,Sant_2884,Minor tail protein L,Minor tail protein L
Sant_2885,Sant_2885,Minor tail protein M,Minor tail protein M
Sant_2886,Sant_2886,Prophage tail length tape measure protein,Prophage tail length tape measure protein
Sant_2887,Sant_2887,Phage protein,Phage protein
Sant_2888,Sant_2888,Phage protein,Phage protein
Sant_2889,Sant_2889,Phage minor tail protein,Phage minor tail protein
Sant_ps2890,Sant_ps2890,Membrane transporter; Truncated,
Sant_ps2891,Sant_ps2891,Pseudogene,
Sant_2892,Sant_2892,Gp111 phage protein,Gp111 phage protein
Sant_2893,Sant_2893,Gp99 glycosyl transferase,Gp99 glycosyl transferase
Sant_2894,Sant_2894,Phage coat protein,Phage coat protein
Sant_2895,Sant_2895,Gp8 phage protein,Gp8 phage protein
Sant_2896,Sant_2896,Gp63 phage protein,Gp63 phage protein
Sant_2897,Sant_2897,Phage head morphogenesis protein gp7,Phage head morphogenesis protein gp7
Sant_2898,Sant_2898,Phage structural protein,Phage structural protein
Sant_2899,Sant_2899,Putative terminase large subunit protein,Putative terminase large subunit protein
Sant_2900,Sant_2900,Terminase small subunit,Terminase small subunit
Sant_2901,Sant_2901,Phage Rha protein,Phage Rha protein
Sant_2902,Sant_2902,Phage protein,Phage protein
Sant_2903,Sant_2903,Phage holin protein,Phage holin protein
Sant_2904,Sant_2904,Phage-like lysozyme,Phage-like lysozyme
Sant_2905,Sant_2905,Phage protein,Phage protein
Sant_ps2906,Sant_ps2906,hypothetical protein; Truncated,
Sant_2907,Sant_2907,Toxin-antitoxin system antitoxin component HicB family,Toxin-antitoxin system antitoxin component HicB family
Sant_2908,Sant_2908,Toxin-antitoxin system toxin component HicA family,Toxin-antitoxin system toxin component HicA family
Sant_2909,Sant_2909,Phage antirepressor,Phage antirepressor
Sant_2910,Sant_2910,Putative prophage protein,Putative prophage protein
Sant_2911,Sant_2911,Gp47 phage protein,Gp47 phage protein
Sant_2912,Sant_2912,Putative phage repressor CI,Putative phage repressor CI
Sant_2913,Sant_2913,Putative late gene regulator,Putative late gene regulator
ninG,Sant_2914,ninG,Bacteriophage protein
Sant_ps2915,Sant_ps2915,hypothetical protein; Truncated,
Sant_2916,Sant_2916,Putative phage D3 protein,Putative phage D3 protein
Sant_2917,Sant_2917,Phage protein,Phage protein
ninA,Sant_2918,ninA,Phage protein
Sant_2919,Sant_2919,Putative phage membrane protein,Putative phage membrane protein
Sant_2920,Sant_2920,Transcription elongation protein,Transcription elongation protein
Sant_2921,Sant_2921,Phage replication protein,Phage replication protein
Sant_2922,Sant_2922,Phage replication protein O,Phage replication protein O
Sant_2923,Sant_2923,Phage transcriptional activator CII,Phage transcriptional activator CII
Sant_2924,Sant_2924,Putative repressor protein,Putative repressor protein
Sant_2925,Sant_2925,Phage repressor protein,Phage repressor protein
Sant_2926,Sant_2926,Phage-associated protein,Phage-associated protein
Sant_2927,Sant_2927,Putative phage associated protein,Putative phage associated protein
Sant_2928,Sant_2928,Phage protein,Phage protein
Sant_2929,Sant_2929,Phage protein,Phage protein
Sant_2930,Sant_2930,Pentapeptide repeat-containing protein,Pentapeptide repeat-containing protein
Sant_2931,Sant_2931,Phage protein,Phage protein
Sant_2932,Sant_2932,Gp38 phage protein,Gp38 phage protein
Sant_2933,Sant_2933,Lambda Phage CIII antitermination protein,Lambda Phage CIII antitermination protein
Sant_2934,Sant_2934,Gp69 gp70 phage protein,Gp69 gp70 phage protein
Sant_2935,Sant_2935,Phage protein,Phage protein
Sant_ps2936,Sant_ps2936,Pseudogene,
Sant_2937,Sant_2937,Phage protein,Phage protein
Sant_2938,Sant_2938,Phage protein,Phage protein
Sant_2939,Sant_2939,Phage protein,Phage protein
Sant_2940,Sant_2940,Phage protein,Phage protein
Sant_2941,Sant_2941,Phage protein,Phage protein
Sant_2942,Sant_2942,Phage protein,Phage protein
Sant_2943,Sant_2943,Phage protein,Phage protein
Sant_2944,Sant_2944,Phage protein,Phage protein
Sant_2945,Sant_2945,Phage protein,Phage protein
Sant_2946,Sant_2946,Prophage DLP12 integrase,Prophage DLP12 integrase
argU,Sant_t2947,argU tRNA,tRNA-Arg
folD,Sant_2948,folD,Bifunctional 510-methylene-tetrahydrofolate dehydrogenase/510-methylene-tetrahydrofolate cyclohydrolase
ybcJ,Sant_2949,ybcJ,RNA-binding/ribosome associated protein
cysS,Sant_2950,cysS,Cysteinyl-tRNA synthetase
ppiB,Sant_2951,ppiB,Peptidyl-prolyl cis-trans isomerase B (rotamase B)
lpxH,Sant_2952,lpxH,UDP-23-diacylglucosamine hydrolase
Sant_2953,Sant_2953,ASCH-domain containing protein,ASCH-domain containing protein
purE,Sant_2954,purE,Phosphoribosylaminoimidazole carboxylase catalytic subunit
purK,Sant_2955,purK,Phosphoribosylaminoimidazole carboxylase ATPase subunit
icd,Sant_2956,icd,Isocitrate dehydrogenase NADP-dependent
ybbP,Sant_2957,ybbP,ABC superfamily ATP binding cassette transporter permease protein
ybbA,Sant_2958,ybbA,Phosphonate-transporting ATPase
tesA,Sant_2959,tesA,Multifunctional acyl-CoA thioesterase I/proteaseI/lysophospholipase L1
ybbO,Sant_2960,ybbO,Short-chain dehydrogenase/reductase SDR
ybbN,Sant_2961,ybbN,Thioredoxin domain-containing protein
Sant_2962,Sant_2962,Putative membrane anchored protease,Putative membrane anchored protease
Sant_2963,Sant_2963,hypothetical protein,hypothetical protein
cueR,Sant_2964,cueR,Copper HTH-type transcriptional regulator
Sant_2965,Sant_2965,Putative SopD2 effector protein,Putative SopD2 effector protein
copA,Sant_ps2966,copA,
ybaP,Sant_2967,ybaP,conjugal transfer protein TraB
Sant_2968,Sant_2968,hypothetical protein,hypothetical protein
ybaL,Sant_2969,ybaL,Cation:proton antiport protein
hemH,Sant_2970,hemH,Ferrochelatase
adk,Sant_2971,adk,Adenylate kinase
htpG,Sant_2972,htpG,Heat shock protein HSP90
recR,Sant_2973,recR,Recombination protein
Sant_2974,Sant_2974,hypothetical protein,hypothetical protein
dnaX,Sant_2975,dnaX,DNA polymerase III subunits gamma and tau
apt,Sant_2976,apt,Adenine phosphoribosyltransferase
priC,Sant_2977,priC,Primosomal replication protein N
Sant_2978,Sant_2978,hypothetical protein,hypothetical protein
acrR,Sant_2979,acrR,DNA-binding transcriptional repressor
acrA2,Sant_2980,acrA2,Acriflavin efflux protein
acrB2,Sant_2981,acrB2,Acriflavin efflux protein
rpmE,Sant_2982,rpmE,Ribosomal protein L31
rpmJ2,Sant_2983,rpmJ2,50S ribosomal protein L36
ymoB,Sant_2984,ymoB,Biofilm formation regulator YbaJ
hha,Sant_2985,hha,Hemolysin expression-modulating protein
Sant_2986,Sant_2986,hypothetical protein,hypothetical protein
Sant_2987,Sant_2987,Methylated-DNA/protein-cysteine methyltransferase,Methylated-DNA/protein-cysteine methyltransferase
ybaY,Sant_2988,ybaY,Glycoprotein involved in polysaccharide metabolism
Sant_2989,Sant_2989,Ammonia channel,Ammonia channel
glnK,Sant_2990,glnK,Nitrogen regulatory protein P-II 2
mdlB,Sant_2991,mdlB,Putative multidrug transporter membrane\ATP-binding components
mdlA,Sant_2992,mdlA,Putative multidrug transporter membrane\ATP-binding components
Sant_2993,Sant_2993,Cysteine synthase,Cysteine synthase
queC,Sant_2994,queC,Queuosine biosynthesis protein
Sant_2995,Sant_2995,Competence protein ComEA helix-hairpin-helix repeat protein,Competence protein ComEA helix-hairpin-helix repeat protein
ppiD,Sant_2996,ppiD,Peptidyl-prolyl cis-trans isomerase (rotamase D)
hupB,Sant_2997,hupB,Histone family protein DNA-binding protein
lon,Sant_2998,lon,DNA-binding ATP-dependent protease
clpX,Sant_2999,clpX,ATP-dependent Clp protease ATP-binding subunit
clpP,Sant_3000,clpP,ATP-dependent Clp protease proteolytic subunit
tig,Sant_3001,tig,Trigger factor
bolA,Sant_3002,bolA,Transcriptional regulator
Sant_3003,Sant_3003,hypothetical protein,hypothetical protein
ampG,Sant_3004,ampG,Muropeptide transporter permease
cyoA,Sant_3005,cyoA,Cytochrome o ubiquinol oxidase subunit II
cyoB,Sant_3006,cyoB,Cytochrome o ubiquinol oxidase subunit I
cyoC,Sant_3007,cyoC,Cytochrome o ubiquinol oxidase subunit III
cyoD,Sant_3008,cyoD,Cytochrome o ubiquinol oxidase subunit IV
cyoE,Sant_3009,cyoE,Protoheme IX farnesyltransferase
yajR,Sant_3010,yajR,Putative inner membrane transport protein
yajQ,Sant_3011,yajQ,Putative nucleotide-binding protein
panE,Sant_3012,panE,2-dehydropantoate 2-reductase
yajL,Sant_3013,yajL,DJ-1 family protein
thiI,Sant_3014,thiI,Thiamine biosynthesis/tRNA modification protein
xseB,Sant_3015,xseB,Exodeoxyribonuclease VII small subunit
ispA,Sant_3016,ispA,Polyprenyl synthetase
dxs,Sant_3017,dxs,1-deoxy-D-xylulose-5-phosphate synthase
Sant_3018,Sant_3018,Aldo/keto reductase,Aldo/keto reductase
pgpA,Sant_3019,pgpA,Phosphatidylglycerophosphatase A
thiL,Sant_3020,thiL,Thiamine monophosphate kinase
nusB,Sant_3021,nusB,Transcription antitermination protein
ribH,Sant_3022,ribH,67-dimethyl-8-ribityllumazine synthase
ribD,Sant_3023,ribD,Bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase
nrdR,Sant_3024,nrdR,Transcriptional regulator
Sant_3025,Sant_3025,Putative lipoprotein,Putative lipoprotein
secF,Sant_3026,secF,Preprotein translocase subunit
secD,Sant_3027,secD,Protein-export membrane protein
yajC,Sant_3028,yajC,Preprotein translocase subunit
tgt,Sant_3029,tgt,Queuine tRNA-ribosyltransferase
queA,Sant_3030,queA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
Sant_3031,Sant_3031,Acyl carrier protein phosphodiesterase,Acyl carrier protein phosphodiesterase
Sant_3032,Sant_3032,hypothetical protein,hypothetical protein
Sant_3033,Sant_3033,N-acetylmuramoyl-L-alanine amidase,N-acetylmuramoyl-L-alanine amidase
Sant_3034,Sant_3034,LD-carboxypeptidase family protein,LD-carboxypeptidase family protein
ahpC,Sant_3035,ahpC,Putative peroxidase
Sant_3036,Sant_3036,Proline permease-associated protein,Proline permease-associated protein
brnQ,Sant_3037,brnQ,Branched-chain amino acid transport system II carrier protein
Sant_3038,Sant_3038,Methionine synthase vitamin-B12 independent,Methionine synthase vitamin-B12 independent
Sant_3039,Sant_3039,Phosphate binding protein,Phosphate binding protein
phoR,Sant_3040,phoR,Phosphate regulon sensor protein
phoB,Sant_3041,phoB,Phosphate regulon transcriptional regulatory protein
sbcD,Sant_3042,sbcD,Exonuclease
sbcC,Sant_3043,sbcC,SbcC
Sant_3044,Sant_3044,Fructokinase,Fructokinase
Sant_3045,Sant_3045,hypothetical protein,hypothetical protein
rdgC,Sant_3046,rdgC,Recombination associated protein
Sant_3047,Sant_3047,Mannose-6-phosphate isomerase,Mannose-6-phosphate isomerase
Sant_3048,Sant_3048,IclR family transcriptional regulator,IclR family transcriptional regulator
Sant_3049,Sant_3049,hypothetical protein,hypothetical protein
aroL,Sant_3050,aroL,Shikimate kinase II
Sant_3051,Sant_3051,FAD-dependent pyridine nucleotide-disulfide oxidoreductase,FAD-dependent pyridine nucleotide-disulfide oxidoreductase
Sant_3052,Sant_3052,Oxalate/formate antiporter,Oxalate/formate antiporter
Sant_3053,Sant_3053,hypothetical protein,hypothetical protein
Sant_3054,Sant_3054,Putative periplasmic ligand-binding sensor protein,Putative periplasmic ligand-binding sensor protein
Sant_3055,Sant_3055,Translation elongation factor G,Translation elongation factor G
Sant_3056,Sant_3056,Extensin family protein,Extensin family protein
Sant_3057,Sant_3057,hypothetical protein,hypothetical protein
Sant_3058,Sant_3058,Putative transcriptional repressor,Putative transcriptional repressor
Sant_3059,Sant_3059,Amidohydrolase,Amidohydrolase
mdtJ,Sant_3060,mdtJ,Multidrug efflux system protein
mdtI,Sant_3061,mdtI,Multidrug efflux system protein
mgtE,Sant_3062,mgtE,Magnesium transport protein
Sant_3063,Sant_3063,hypothetical protein,hypothetical protein
Sant_3064,Sant_3064,Putative transcriptional regulator RpiR family,Putative transcriptional regulator RpiR family
Sant_3065,Sant_3065,N-formylglutamate amidohydrolase,N-formylglutamate amidohydrolase
Sant_3066,Sant_3066,Phosphoglycerate dehydrogenase,Phosphoglycerate dehydrogenase
Sant_3067,Sant_3067,Short-chain dehydrogenase/reductase SDR,Short-chain dehydrogenase/reductase SDR
Sant_3068,Sant_3068,Transcriptional regulator AraC family,Transcriptional regulator AraC family
Sant_3069,Sant_3069,Phage antirepressor protein,Phage antirepressor protein
sdeR,Sant_3070,sdeR,Transcriptional regulator AraC family
Sant_3071,Sant_3071,Transcriptional regulator TetR family,Transcriptional regulator TetR family
Sant_3072,Sant_3072,Alanine racemase domain-containing protein,Alanine racemase domain-containing protein
dan,Sant_3073,dan,N-acyl-D-amino-acid deacylase
Sant_3074,Sant_3074,Putative translation initiation inhibitor,Putative translation initiation inhibitor
Sant_3075,Sant_3075,Sodium/panthothenate symporter,Sodium/panthothenate symporter
Sant_3076,Sant_3076,Transcriptional regulator RpiR family,Transcriptional regulator RpiR family
Sant_3077,Sant_3077,Sugar transporter,Sugar transporter
Sant_3078,Sant_3078,hypothetical protein,hypothetical protein
Sant_3079,Sant_3079,Putative plasmid partition protein ParA-like protein,Putative plasmid partition protein ParA-like protein
Sant_3080,Sant_3080,Putative integral membrane protein,Putative integral membrane protein
argT,Sant_3081,argT,Lysine-arginine-ornithine-binding periplasmic protein precursor
Sant_3082,Sant_3082,Succinylglutamate desuccinylase/aspartoacylase,Succinylglutamate desuccinylase/aspartoacylase
Sant_3083,Sant_3083,Short-chain dehydrogenase/reductase SDR,Short-chain dehydrogenase/reductase SDR
Sant_3084,Sant_3084,GntR family transcriptional regulator,GntR family transcriptional regulator
Sant_3085,Sant_3085,Solute-binding periplasmic protein,Solute-binding periplasmic protein
Sant_3086,Sant_3086,Polar amino acid ABC transporter inner membrane subunit,Polar amino acid ABC transporter inner membrane subunit
Sant_3087,Sant_3087,ABC transporter,ABC transporter
Sant_3088,Sant_3088,Acetylornithine deacetylase,Acetylornithine deacetylase
Sant_3089,Sant_3089,Mandelate racemase/muconate lactonizing protein,Mandelate racemase/muconate lactonizing protein
Sant_3090,Sant_3090,Mandelate racemase/muconate lactonizing protein,Mandelate racemase/muconate lactonizing protein
Sant_3091,Sant_3091,Dihydrodipicolinate synthetase,Dihydrodipicolinate synthetase
Sant_3092,Sant_3092,CTP synthase protein,CTP synthase protein
Sant_3093,Sant_3093,Aspartate aminotransferase class I and II,Aspartate aminotransferase class I and II
Sant_3094,Sant_3094,ABC transporter binding protein,ABC transporter binding protein
Sant_3095,Sant_3095,Dipeptide ABC superfamily ATP binding cassette transporter permease protein,Dipeptide ABC superfamily ATP binding cassette transporter permease protein
Sant_3096,Sant_3096,Binding-protein-dependent transport systems inner membrane component,Binding-protein-dependent transport systems inner membrane component
Sant_3097,Sant_3097,Nickel-transporting ATPase,Nickel-transporting ATPase
Sant_3098,Sant_3098,Fe(3+)-transporting ATPase,Fe(3+)-transporting ATPase
Sant_3099,Sant_3099,hypothetical protein,hypothetical protein
Sant_3100,Sant_3100,Cupin 2 conserved barrel domain protein,Cupin 2 conserved barrel domain protein
Sant_3101,Sant_3101,LysR family transcriptional regulator,LysR family transcriptional regulator
Sant_3102,Sant_3102,Putative oligogalacturonide transporter,Putative oligogalacturonide transporter
Sant_3103,Sant_3103,Putative polygalacturonase,Putative polygalacturonase
Sant_3104,Sant_3104,Sugar ABC transporter periplasmic component,Sugar ABC transporter periplasmic component
Sant_3105,Sant_3105,Sugar ABC transporter permease component,Sugar ABC transporter permease component
Sant_3106,Sant_3106,Sugar ABC transporter ATP-binding component,Sugar ABC transporter ATP-binding component
Sant_3107,Sant_3107,Xylulose kinase,Xylulose kinase
Sant_3108,Sant_3108,Putative xylitol dehydrogenase D-xylulose reductase,Putative xylitol dehydrogenase D-xylulose reductase
Sant_3109,Sant_3109,D-lyxose ketol-isomerase,D-lyxose ketol-isomerase
Sant_3110,Sant_3110,Putative xylitol repressor LysR regulator,Putative xylitol repressor LysR regulator
Sant_3111,Sant_3111,hypothetical protein,hypothetical protein
Sant_3112,Sant_3112,Putative Short chain dehydrogenase\3-oxoacyl-[acyl-carrier-protein] reductase,Putative Short chain dehydrogenase\3-oxoacyl-[acyl-carrier-protein] reductase
